"dac"
{
	// General Strings
	"GC_Queue_Position"									"The Dota Underlords Network is currently full. Queue position: {i:gc_queue_position}"
	"GC_Queue_Wait_Time"								"The Dota Underlords Network is currently full. Queue position: {i:gc_queue_position}, Estimated wait time: {s:gc_queue_wait_time}"
	"GC_Wait_Time"										"Estimated wait time: %s1"
	"GC_Wait_Time_Unknown"								"Unknown"
	"GC_suspended"										"Account Suspended after external tools attached to Dota Underlords were detected by the Valve Anti-Cheat system."

	"DAC_GC_updating"									"The Dota Underlords Network is currently being updated..."
	"DAC_GC_steamupdating"								"The Steam servers are currently being updated..."
	"DAC_GC_noconnection"								"Not connected to the Dota Underlords Network."
	"DAC_GC_nosteam"									"Lost connection to Steam"

	"DAC_DBPlay_AbandonGame"							"Abandon Game"
	"DAC_DBPlay_AbandonConfirm"							"Are you sure you want to abandon this game?<br><br>You will lose all Proto Pass progress for this match."

	"DAC_Popup_Ping_NoDataCenters"						"Failed to confirm connectivity to any Dota Underlords data center.  Check your Internet connection."
	"DAC_AlreadyInGame"									"You are already in a game"
	"DAC_Popup_AlreadySearching_Header"					"Cancel Search?"
	"DAC_Popup_AlreadySearching_Body"					"You are already looking for a different game. Cancel that search and continue?"
	
	"DAC_Popup_MissingRegionChinaInfo_Header"			"You have not registered your account"
	"DAC_Popup_MissingRegionChinaInfo_Body"				"In order to play online you must register your account information. Would you like to do this now?"
	"DAC_Popup_ChinaDurationControlTimeOut_Header"		"Play Time Limit Reached"
	"DAC_Popup_ChinaDurationControlTimeOut_Body"			"You have played the maximum amount of time allowed for a minor. All online play has been disabled until tomorrow morning or a sufficient break has been taken."

	"DAC_Popup_DisconnectListenServer_Header"			"Quit Game"
	"DAC_Popup_DisconnectListenServer_Body"				"Your progress is automatically saved after each action you take during the Preparing phase. Continue to the main menu?"
	"DAC_Popup_DisconnectListenServerTutorial_Body"		"Continue to the main menu?"

	"DAC_Popup_DisconnectSinglePlayerLobby_Body"		"If you're disconnected for more than 30 minutes the game will end automatically. Continue to the main menu?"

	"DAC_MatchmakingStopped_Header"						"Removed From Matchmaking"
	"DAC_MatchmakingStopped_Reason_Unspecified"			"Server Error"
	"DAC_MatchmakingStopped_Reason_VersionUpdated"		"Your game client is out of date.  Please update and restart the game."
	"DAC_MatchmakingStopped_Reason_FailedReadyUp"		"Failed to Ready Up"
	"DAC_MatchmakingStopped_Reason_TourneySeriesClosed"	"Your Tournament Series has closed."
	
	"DAC_StartMatchmaking_ErrorTitle"						"Error"
	"DAC_StartMatchmaking_AlreadyFindingMatch"				"Cannot enter matchmaking, you are already trying to find a match."
	"DAC_StartMatchmaking_PartyMemberInLobby"				"Cannot enter matchmaking, you are already in a game. Please leave that game first."
	"DAC_StartMatchmaking_InvalidClientVersion"				"Cannot enter matchmaking, your client is out of date. Please update and restart the game."
	"DAC_StartMatchmaking_MatchmakingDisabled"				"Matchmaking is currently disabled for this mode. Please try again in a few minutes."
	"DAC_StartMatchmaking_MatchmakingTooBusy"				"Matchmaking is currently under heavy load. Please try again in a few minutes."
	"DAC_StartMatchmaking_InternalError"					"An internal error has occured while trying to enter match making."
	"DAC_StartMatchmaking_FailedToGetResponse"				"Unable to talk to the Dota Underlords Network right now and enter match making. Please try again in a few minutes."
	"DAC_StartMatchmaking_InvalidParty"						"This party has been disbanded and can not enter matchmaking"
	"DAC_StartMatchmaking_InvalidPartyPermissions"			"You do not have permission to start matchmaking for this party"
	"DAC_StartMatchmaking_PartyMatchMaking"					"This party has already started matchmaking"
	"DAC_StartMatchmaking_PartyMemberInMatch"				"You are currently in a match and must first leave the match before you can ready up."
	"DAC_StartMatchmaking_PartyMemberInvalidClientVersion"	"A member of your party has an out of date client version and needs to update before they can matchmake"
	"DAC_StartMatchmaking_PartyMemberNotReady"				"A member of your party is not currently ready to matchmake"
	"DAC_StartMatchmaking_CannotSelectRegion"				"Unable to select a region for match making"
	"DAC_StartMatchmaking_PartyMemberNotAvailable"			"Not all party members could be found online or available for match making"
	"DAC_StartMatchmaking_TooManyPlayers"					"There are too many players in this party to enter match making in this mode"
	"DAC_StartMatchmaking_TooManySpectators"				"There are too many spectators in this party to enter match making in this mode"
	"DAC_StartMatchmaking_TooFewPlayers"					"There are not enough players in this party to enter match making in this mode"
	"DAC_StartMatchmaking_InvalidPartyMatchMode"			"This game mode cannot be played with a party"
	"DAC_StartMatchmaking_NotAllPlayersCanPlayRanked"		"Not all players in this party have unlocked ranked matchmaking and therefore this mode cannot be played."
	"DAC_StartMatchmaking_PlayerBannedFromMode"				"A player in this party is currently banned from playing in this mode."
	"DAC_StartMatchmaking_ModeLocked"						"You have not yet unlocked the ability to play in this mode"
	"DAC_StartMatchmaking_ModeBanned"						"You have been temporarily banned from playing in this mode."
	"DAC_StartMatchmaking_TooManyPlayersOnTeam"				"Too many players are on the same team"
	"DAC_StartMatchmaking_UnableToFillTeam"					"Unable to create valid teams based upon the current player teams"
	"DAC_StartMatchmaking_InvalidTeam"						"A user has an invalid team selected for this game mode"
	"DAC_StartMatchmaking_RankedLocked1"					"Play {i:games_needed_to_unlock_ranked} more casual multiplayer game to unlock ranked multiplayer."
	"DAC_StartMatchmaking_RankedLockedPlural"				"Play {i:games_needed_to_unlock_ranked} more casual multiplayer games to unlock ranked multiplayer."
	"DAC_StartMatchmaking_InParty"							"You can't enter matchmaking by yourself since you're in a party."
	"DAC_Social_FriendsTab"								"Friends"
	"DAC_Social_PartyTab"								"Party"

	"DAC_CreateParty_ErrorTitle"						"Error"
	"DAC_CreateParty_FailedToGetResponse"				"Unable to talk to the Dota Underlords Network right now and create a party. Please try again in a few minutes."
	"DAC_CreateParty_InternalError"						"An internal error has occured while trying to create the party"
	"DAC_CreateParty_AlreadyInParty"					"You are already part of a party and cannot create another one until you leave the current party."
	"DAC_CreateParty_Disabled"							"The party system is temporarily disabled for maintenance. Please try again in a few minutes."
	"DAC_CreateParty_InvalidVersion"					"Your client is not a current version. Please update your client and try again."
	"DAC_CreateParty_NoRegionPings"						"Your client does not appear to have connectivity to our servers currently. Please try updating the client if applicable or verifying your connection."
	"DAC_CreateParty_TooBusy"							"The Dota Underlords Network is too busy to process this action right now. Please try again in a few minutes."
	"DAC_CreateParty_RateLimited"						"You have performed too many operations in a short period of time. Please wait a little while and try again."
	"DAC_CreateParty_NotFriends"						"You must be friends with people that you send party invites to."
	"DAC_CreateParty_UnableToGetRegionPings"			"You are not currently signed in to Steam or the Dota Underlords Network is unable to determine your current connectivity to our servers"


	"DAC_StopMatchMaking_ErrorTitle"					"Error"
	"DAC_StopMatchMaking_FailedToGetResponse"			"Unable to talk to the Dota Underlords Network right now. Please try again in a few minutes."
	"DAC_StopMatchMaking_GeneralError"					"Unable to cancel matchmaking right now. There may be connection issues, or you may have already been placed into a match."	

	"DAC_LeaveLobby_ErrorTitle"							"Error"
	"DAC_LeaveLobby_FailedToGetResponse"				"Unable to talk to the Dota Underlords Network right now. Please try again in a few minutes."
	
	"DAC_PartyAction_ErrorTitle"						"Error"
	"DAC_PartyAction_FailedToGetResponse"				"Unable to talk to the Dota Underlords Network right now. Please try again in a few minutes."
	"DAC_PartyAction_InternalError"						"An unexpected internal error occurred. Please try again in a few minutes."
	"DAC_PartyAction_InvalidParty"						"The party could not be found. It may have already been abandoned."
	"DAC_PartyAction_InvalidPermissions"				"You do not have permission to make those changes to that party."
	"DAC_PartyAction_InvalidTarget"						"The specified target is no longer a member of the party."
	"DAC_PartyAction_InvalidValue"						"The provided value was not valid for this party."
	"DAC_PartyAction_InMatchMaking"						"The party is currently in match making, and this change could not be made at this time."
	"DAC_PartyAction_InMatch"							"The party is currently in a match, and this change could not be made at this time."
	"DAC_PartyAction_Disabled"							"This action is temporarily disabled. Please try again in a few minutes."
	"DAC_PartyAction_TooBusy"							"The Dota Underlords Network is too busy to process this action right now. Please try again in a few minutes."
	"DAC_PartyAction_RateLimited"						"You have performed too many operations in a short period of time. Please wait a little while and try again."

	"DAC_PartyInvite_AcceptInParty_Title"				"Join New Party"
	"DAC_PartyInvite_AcceptInParty_Body"				"You are already in a party. Do you want to leave your current party and join this new party?"

	"DAC_PartyTeam_NoTeamName"							"Duos Team"
	"DAC_PartyTeam_StatCasual"							"Casual Wins"
	"DAC_PartyTeam_StatRanked"							"Ranked Wins"
	"DAC_PartyTeam_TempLevel"							"Upstart Level III"

	"DAC_Reconnect_IncompatibleVersionTitle"			"Unable to Reconnect"
	"DAC_Reconnect_IncompatibleVersionBody"				"Your client is not a valid version to reconnect to this server. This can happen if you update your client mid match or switch to a platform that may be an older version."
	
	"DAC_JoinParty_ErrorTitle"							"Error"
	"DAC_JoinParty_FailedToGetResponse"					"Unable to talk to the Dota Underlords Network right now and join a party. Please try again in a few minutes."
	"DAC_JoinParty_InternalError"						"An internal error has occured while trying to join the party"
	"DAC_JoinParty_AlreadyInParty"						"You are already part of a party and cannot join another one until you leave the current party."
	"DAC_JoinParty_Disabled"							"The party system is temporarily disabled for maintenance. Please try again in a few minutes."
	"DAC_JoinParty_InvalidParty"						"The party you requested to join can no longer be found. The party may have been abandoned."
	"DAC_JoinParty_InvalidPermissions"					"You do not have an invite to join the specified party."
	"DAC_JoinParty_InvalidVersion"						"Your client is not a current version. Please update your client and try again."
	"DAC_JoinParty_NoRegionPings"						"Your client does not appear to have connectivity to our servers currently. Please try updating the client if applicable or verifying your connection."
	"DAC_JoinParty_TooBusy"								"The Dota Underlords Network is currently too busy to process your request. Please wait a minute and try again."
	"DAC_JoinParty_InvalidCode"							"The code you provided did not match any party. The code may be invalid, or the associated party may have been abandoned."
	"DAC_JoinParty_RateLimited"							"You have made too many join requests recently. Please wait a few seconds before making more."

	"DAC_LeaveParty_ErrorTitle"							"Error"
	"DAC_LeaveParty_FailedToGetResponse"				"Unable to talk to the Dota Underlords Network right now and leave your party. Please try again in a few minutes."
	"DAC_LeaveParty_InternalError"						"An internal error has occured while trying to leave the party"
	"DAC_LeaveParty_NotInParty"							"Unable to leave the requested party. You are not currently a member."
	"DAC_LeaveParty_InMatchMaking"						"Your party is currently in match making and this must be stopped before you can leave your party."
	
	"DAC_SpectateUser_BusyTitle"						"Spectating User"
	"DAC_SpectateUser_BusyText"							"Please Wait"
	"DAC_SpectateUser_ErrorTitle"						"Error"
	"DAC_SpectateUser_FailedToGetResponse"				"Unable to talk to the Dota Underlords Network right now and spectate this player. Please try again in a few minutes."
	"DAC_SpectateUser_InternalError"					"An internal error has occured while trying to spectate this player"
	"DAC_SpectateUser_Disabled"							"Spectating users is temporarily disabled. Please try again later."
	"DAC_SpectateUser_TooBusy"							"The Dota Underlords Network right now is too busy to process this request to spectate. Please try again in a few minutes."
	"DAC_SpectateUser_RateLimited"						"You have requested to spectate too many users recently. Please wait a minute and try again."
	"DAC_SpectateUser_NotInGame"						"The player you are trying to spectate is no longer in a game."
	"DAC_SpectateUser_DisabledForGame"					"The game that the player is currently in doesn't allow for people to spectate."
	"DAC_SpectateUser_ServerFull"						"The server currently has the maximum number of spectators allowed. Please try again later."
	"DAC_SpectateUser_NotFriends"						"The player you requested to spectate is not a friend. You must be friends with the people you wish to spectate."

	"DAC_AcquireTicket_ErrorTitle"						"Error"
	"DAC_AcquireTicket_BusyTitle"						"Joining Game"
	"DAC_AcquireTicket_BusyText"						"Please Wait"
	"DAC_AcquireTicket_InternalError"					"Unable to talk to the Dota Underlords Network right now and obtain access to the server. Please try again."

	"DAC_PartyInvite_ErrorTitle"						"Error"
	"DAC_PartyInvite_FailedToGetResponse"				"Unable to talk to the Dota Underlords Network right now and invite the specified user. Please try again in a few minutes."
	"DAC_PartyInvite_InternalError"						"An internal error has occured while trying to invite the user to the party"
	"DAC_PartyInvite_AlreadyInvited"					"This user is already either in the party or has been invited"
	"DAC_PartyInvite_InvalidPermissions"				"You do not have permission to invite this user to this party"
	"DAC_PartyInvite_InvalidParty"						"The party that you tried to send the invite to no longer exists."
	"DAC_PartyInvite_Disabled"							"Inviting users to parties has been temporarily disabled. Please try again in a few minutes."
	"DAC_PartyInvite_TooManyInvites"					"There are too many invites already outstanding for this party. Please cancel previous invites before sending more."
	"DAC_PartyInvite_NotFriends"						"You must be friends with people that you send party invites to."
	"DAC_PartyInvite_TooBusy"							"The Dota Underlords Network is currently too busy to process this request right now. Please try again in a little while."
	"DAC_PartyInvite_RateLimited"						"You have sent too many invites over the past few seconds. Please wait a little while before sending more invites."

	"DAC_PlayGame_AbandonLobbyTitle"					"Leaving Game"
	"DAC_PlayGame_AbandonLobbyText"						"Please wait"

	"DAC_Party_RolePlayer"								"Player"
	"DAC_Party_RoleSpectator"							"Spectator"	
	"DAC_Party_CreatePartyTitle"						"Creating Party"
	"DAC_Party_CreatePartyText"							"Please wait"
	"DAC_Party_JoinPartyTitle"							"Joining Party"
	"DAC_Party_JoinPartyText"							"Please wait"
	"DAC_Party_PartyReadyTitle"							"Setting Ready"
	"DAC_Party_PartyReadyText"							"Please wait"
	"DAC_Party_SetTeamTitle"							"Setting Team"
	"DAC_Party_SetTeamText"								"Please wait"
	"DAC_Party_LeavePartyTitle"							"Leaving Party"
	"DAC_Party_LeavePartyText"							"Please wait"
	"DAC_Party_PartyRoleTitle"							"Changing Role"
	"DAC_Party_PartyRoleText"							"Please wait"
	"DAC_Party_KickPlayerTitle"							"Kicking Player"
	"DAC_Party_KickPlayerText"							"Please wait"
	"DAC_Party_CancelInviteTitle"						"Cancelling Invite"
	"DAC_Party_CancelInviteText"						"Please wait"
	"DAC_Party_InviteUserTitle"							"Inviting User"
	"DAC_Party_InviteUserText"							"Please wait"
	"DAC_Party_SetBotDifficultyTitle"					"Setting Bot Difficulty"
	"DAC_Party_SetBotDifficultyText"					"Please wait"
	"DAC_Party_SetTeamNameTitle"						"Setting Team Name"
	"DAC_Party_SetTeamNameText"							"Please wait"

	"DAC_Party_Context_Invite"							"Invite Friends"
	"DAC_Party_Context_Open"							"Open Party"
	"DAC_Party_Context_Close"							"Close Party"
	"DAC_Party_Context_CopyCode"						"Copy Party Code"
	"DAC_Party_Context_ShowCode"						"Show Party Code"
	"DAC_Party_Context_HideCode"						"Hide Party Code"



	"DAC_SetTeamName_FailedToGetResponse"				"Unable to talk to the Dota Underlords Network right now. Please try again in a few minutes."
	"DAC_RenameTeam_InternalError"						"Unexpected internal server error. Please try again later."
	"DAC_RenameTeam_Disabled"							"Team renaming is temporarily disabled for maintenance. Please try again later."
	"DAC_RenameTeam_TooBusy"							"The Dota Underlords Network is too busy to perform this operation right now. Please try again later."
	"DAC_RenameTeam_NotUnlocked"						"You must win more matches before you can set the name of this team"
	"DAC_RenameTeam_InCooldown"							"You have changed the name of this team too recently. Please wait some time to rename it later."
	"DAC_RenameTeam_NameTooLong"						"The provided name is too long for a team name. Please try a shorter one."
	"DAC_RenameTeam_CommunityBanned"					"You are currently community banned on Steam and therefore are not allowed to name teams"
	"DAC_RenameTeam_GameBanned"							"You have been banned from being able to name teams due to previous behavior"
	   	 
	"DAC_Party_KickedByTitle"							"Kicked from Party"
	"DAC_Party_KickedByText"							"You were kicked from your party by {g:dac_persona:kicked_by_account}"

	"DAC_Party_InvitedToPartyTitle"							"Party Invite"
	"DAC_Party_InvitedToPartyText"							"{g:dac_persona:invited_by_account} has invited you to join their party"

	"DAC_PartyInviteFriend_Title"						"Invite Online Friends"
	"DAC_PartyInviteFriend_NoFriends"					"None of your friends are currently playing Dota Underlords."
	"DAC_PartyInviteFriend_Close"						"Close"
	"DAC_PartyInviteFriend_Invite"						"Invite"
	"DAC_PartyInviteFriend_AlreadyMember"				"Already in party"
	"DAC_PartyInviteFriend_AlreadyInvited"				"Invited"
	"DAC_PartyInviteFriend_NotInParty"					"Not in party"
	"DAC_PartyInviteFriend_InvitesFull"					"Too many members"


	"DAC_AcceptFriendInvite_Title"						"Accepting Invite"
	"DAC_AcceptFriendInvite_Body"						"Please Wait"
	"DAC_AcceptFriendInvite_ErrorTitle"					"Error"
	"DAC_AcceptFriendInvite_ErrorBody"					"Unable to accept this invite at this time. Please try again later."

	"DAC_RemoveFriend_Title"							"Removing Friend"
	"DAC_RemoveFriend_Body"								"Please Wait"
	"DAC_RemoveFriend_ErrorTitle"						"Error"
	"DAC_RemoveFriend_ErrorBody"						"Unable to remove this friend at this time. Please try again later."
	"DAC_RemoveFriend_ConfirmTitle"						"Remove Friend"
	"DAC_RemoveFriend_ConfirmBody"						"Are you sure that you want to remove {g:dac_persona:b:account_id} as a friend?"

	"DAC_CancelFriendInvite_Title"						"Removing Friend"
	"DAC_CancelFriendInvite_Body"						"Please Wait"
	"DAC_CancelFriendInvite_ErrorTitle"					"Error"
	"DAC_CancelFriendInvite_ErrorBody"					"Unable to cancel this invite at this time. Please try again later."
	"DAC_CancelFriendInvite_ConfirmTitle"				"Cancel Invite"
	"DAC_CancelFriendInvite_ConfirmBody"				"Are you sure that you want to cancel your friend invite for {g:dac_persona:b:account_id}? You will be unable to send them another invite for several days."

	"DAC_IgnoreFriendInvite_Title"						"Ignoring Invite"
	"DAC_IgnoreFriendInvite_Body"						"Please Wait"
	"DAC_IgnoreFriendInvite_ErrorTitle"					"Error"
	"DAC_IgnoreFriendInvite_ErrorBody"					"Unable to ignore this invite at this time. Please try again later."
	"DAC_IgnoreFriendInvite_ConfirmTitle"				"Ignore Invite"
	"DAC_IgnoreFriendInvite_ConfirmBody"				"Are you sure that you want to ignore this invite sent by {g:dac_persona:b:account_id}?"

	"DAC_FriendCode_Title"								"Friend Code"
	"DAC_FriendCode_AddFriendLabel"						"Enter Friend Code"
	"DAC_FriendCode_AddFriendPrompt"					""
	"DAC_FriendCode_AddFriendButton"					"Add Friend"
	"DAC_FriendCode_GeneratedCodeLabel"					"Copy My Friend Code"
	"DAC_FriendCode_GenerateCodeButton"					"My Friend Code"
	"DAC_FriendCode_CodeCopied"					"Friend Code Copied"
	"DAC_FriendCode_WaitingOnCode"						"Attempting to connect"
	"DAC_FriendCode_Reconnect"							"Reconnect"
	"DAC_FriendCode_UsesLeft"							"Uses Left: {i:usesLeft}"
	"DAC_FriendCode_Expiration"							"Expires: {t:s:expireDate} at {t:t:expireDate}"
	"DAC_FriendCode_RevokeCodeButton"					"Revoke Code"
	"DAC_FriendCode_AddFriendBadCode"					"Invalid Code"
	"DAC_FriendCode_Close"								"Close"
	"DAC_FriendCode_FriendPopupTitle"					"Invite Friend?"
	"DAC_FriendCode_GCContact"							"Contacting Network"
	"DAC_FriendCode_PleaseWait"							"Please wait"
	"DAC_FriendCode_ErrorTitle"							"Error"
	"DAC_FriendCode_FailedToGetResponse"				"Unable to talk to the Dota Underlords Network right now. Please try again in a few minutes."
	"DAC_FriendCode_FailedTooManyCodes"					"You already have the maximum number of friend codes generated. Please revoke one before generating a new one."
	"DAC_FriendCode_FailedKeyInvalid"					"This code is invalid."
	"DAC_FriendCode_FailedKeyExpired"					"This code has expired."
	"DAC_FriendCode_FailedKeyUsedUp"					"This code has already been used the maximum number of times."
	"DAC_FriendCode_FailedAlreadyFriends"				"You are already friends with this user."
	"DAC_FriendCode_FailedDisabled"						"This system is temporarily disabled."
	"DAC_FriendCode_FailedInternalError"				"Unexpected internal server error. Please try again later."
	"DAC_FriendCode_FailedRateLimited"					"You've sent too many requests. Please try again later."
	"DAC_FriendCode_FailedTooBusy"						"This system is too busy right now. Please try again later."
	"DAC_FriendCode_TargetHasTooManyFriends"			"This user already has the maximum number of allowed friends."
	"DAC_FriendCode_HaveTooManyFriends"					"You already have the maximum number of allowed friends."
	"DAC_FriendCode_Blocked"							"This user has blocked you. This may be a result of having recently sent a friend request."
	"DAC_FriendCode_Ignored"							"You have been ignored by this user."
	"DAC_FriendCode_InviteSent"							"Friend Invite sent."

	"DAC_PlayerContextMenu_InviteToParty"				"Invite to Party"
	"DAC_PlayerContextMenu_SpectateGame"				"Spectate Game"
	"DAC_PlayerContextMenu_AcceptFriendRequest"			"Accept Friend Request"
	"DAC_PlayerContextMenu_IgnoreFriendRequest"			"Ignore Friend Request"
	"DAC_PlayerContextMenu_PartyLeave"					"Leave Party"
	"DAC_PlayerContextMenu_PartyKick"					"Kick From Party"
	"DAC_PlayerContextMenu_PartyCancelInvite"			"Cancel Party Invite"
	"DAC_PlayerContextMenu_PartySwitchPlayer"			"Switch to Player"
	"DAC_PlayerContextMenu_PartySwitchSpectator"		"Switch to Spectator"
	"DAC_PlayerContextMenu_LoadCustomJail"				"Create Custom Jail"
	"DAC_PlayerContextMenu_PartySelectTeam"				"Select Duos Team"
	"DAC_PlayerContextMenu_PartyCreateWith"				"Create Party"
	"DAC_PlayerContextMenu_RemoveFriend"				"Remove Friend"
	"DAC_PlayerContextMenu_CancelFriendInvite"			"Cancel Friend Invite"
